pair,signal,conf,entry,sl,tp,outcome,pnl_r
ETHUSDT,SHORT,70,1817.44,1825.8337,1792.2589,LOSS,-1.0
ETHUSDT,SHORT,70,1845.82,1854.53,1819.69,LOSS,-1.0
ETHUSDT,SHORT,70,1842.41,1854.2383,1806.9251,LOSS,-1.0
ETHUSDT,SHORT,70,1835.7,1842.88,1814.16,WIN,3.0
ETHUSDT,SHORT,70,1743.54,1750.3357,1723.1529,LOSS,-1.0
ETHUSDT,SHORT,70,1748.45,1764.784,1699.448,LOSS,-1.0
ETHUSDT,LONG,100,1753.5,1740.1277,1793.6169,LOSS,-1.0
ETHUSDT,LONG,70,1745.96,1726.7049,1803.7254,LOSS,-1.0
ETHUSDT,LONG,70,1727.88,1713.7429,1770.2914,LOSS,-1.0
ETHUSDT,LONG,70,1735.99,1723.3654,1773.8637,LOSS,-1.0
ETHUSDT,SHORT,70,1724.24,1735.656,1689.992,LOSS,-1.0
ETHUSDT,LONG,70,1886.76,1866.1743,1948.5171,LOSS,-1.0
ETHUSDT,LONG,70,1900.82,1882.0749,1957.0554,LOSS,-1.0
ETHUSDT,LONG,70,1896.38,1875.0686,1960.3143,LOSS,-1.0
ETHUSDT,SHORT,70,1884.01,1898.6929,1839.9614,LOSS,-1.0
ETHUSDT,LONG,70,1921.0,1909.5294,1955.4117,LOSS,-1.0
ETHUSDT,LONG,70,1917.5,1908.1151,1945.6546,LOSS,-1.0
ETHUSDT,LONG,70,1955.63,1941.4557,1998.1529,LOSS,-1.0
ETHUSDT,SHORT,70,1869.86,1878.2077,1844.8169,WIN,3.0
ETHUSDT,SHORT,70,1866.56,1877.7211,1833.0766,LOSS,-1.0
ETHUSDT,SHORT,70,1860.43,1869.4306,1833.4283,LOSS,-1.0
ETHUSDT,LONG,70,1886.28,1873.3397,1925.1009,LOSS,-1.0
ETHUSDT,LONG,70,1883.78,1873.7597,1913.8409,LOSS,-1.0
ETHUSDT,LONG,70,1991.19,1966.7023,2064.6531,LOSS,-1.0
ETHUSDT,SHORT,70,1927.74,1940.222,1890.294,LOSS,-1.0
ETHUSDT,SHORT,70,1933.39,1948.8023,1887.1531,WIN,3.0
ETHUSDT,LONG,70,1909.14,1889.3969,1968.3694,LOSS,-1.0
ETHUSDT,SHORT,70,1889.31,1895.0003,1872.2391,LOSS,-1.0
ETHUSDT,LONG,70,1860.71,1850.4794,1891.4017,LOSS,-1.0
ETHUSDT,LONG,70,1871.24,1862.1814,1898.4157,LOSS,-1.0
ETHUSDT,LONG,70,1875.13,1864.4114,1907.2857,LOSS,-1.0
ETHUSDT,SHORT,70,1840.5,1846.7011,1821.8966,LOSS,-1.0
ETHUSDT,SHORT,70,1839.44,1846.2417,1819.0349,LOSS,-1.0
ETHUSDT,SHORT,70,1831.22,1837.7809,1811.5374,LOSS,-1.0
ETHUSDT,LONG,70,1835.61,1832.2974,1845.5477,LOSS,-1.0
ETHUSDT,SHORT,70,1829.98,1838.138,1805.506,LOSS,-1.0
ETHUSDT,LONG,70,1835.57,1824.2083,1869.6551,WIN,3.0
ETHUSDT,LONG,70,1860.4,1847.5791,1898.8626,LOSS,-1.0
ETHUSDT,LONG,70,1852.97,1847.8063,1868.4611,LOSS,-1.0
ETHUSDT,SHORT,70,1849.25,1859.3277,1819.0169,LOSS,-1.0
ETHUSDT,LONG,70,1851.27,1845.6034,1868.2697,LOSS,-1.0
ETHUSDT,LONG,70,1850.8,1842.0583,1877.0251,LOSS,-1.0
ETHUSDT,SHORT,100,1843.18,1852.6186,1814.8643,WIN,3.0
ETHUSDT,SHORT,70,1842.44,1850.5543,1818.0971,WIN,3.0
ETHUSDT,SHORT,70,1824.8,1832.882,1800.554,WIN,3.0
ETHUSDT,LONG,70,1655.44,1645.4797,1685.3209,LOSS,-1.0
ETHUSDT,SHORT,70,1648.91,1663.3857,1605.4829,LOSS,-1.0
ETHUSDT,LONG,70,1717.75,1707.5257,1748.4229,LOSS,-1.0
ETHUSDT,LONG,70,1708.24,1701.5734,1728.2397,LOSS,-1.0
ETHUSDT,SHORT,70,1647.0,1655.1543,1622.5371,WIN,3.0
ETHUSDT,SHORT,70,1632.1,1643.2151,1598.7546,LOSS,-1.0
ETHUSDT,SHORT,100,1632.15,1640.7317,1606.4049,LOSS,-1.0
ETHUSDT,SHORT,70,1622.63,1635.6049,1583.7054,LOSS,-1.0
ETHUSDT,LONG,70,1632.45,1616.9206,1679.0383,LOSS,-1.0
ETHUSDT,SHORT,70,1630.52,1639.6503,1603.1291,LOSS,-1.0
ETHUSDT,SHORT,100,1626.63,1639.2623,1588.7331,LOSS,-1.0
ETHUSDT,SHORT,70,1632.81,1637.494,1618.758,LOSS,-1.0
ETHUSDT,SHORT,70,1619.24,1631.2306,1583.2683,WIN,3.0
ETHUSDT,SHORT,70,1584.81,1600.5134,1537.6997,LOSS,-1.0
ETHUSDT,SHORT,70,1584.51,1595.4471,1551.6986,LOSS,-1.0
ETHUSDT,SHORT,70,1628.56,1639.6223,1595.3731,LOSS,-1.0
ETHUSDT,LONG,70,1638.6,1626.7337,1674.1989,LOSS,-1.0
ETHUSDT,LONG,70,1646.49,1634.0917,1683.6849,LOSS,-1.0
ETHUSDT,SHORT,70,1632.02,1641.6849,1603.0254,WIN,3.0
ETHUSDT,SHORT,70,1596.39,1599.8331,1586.0606,LOSS,-1.0
ETHUSDT,SHORT,70,1595.93,1604.714,1569.578,LOSS,-1.0
ETHUSDT,SHORT,70,1593.42,1603.7963,1562.2911,LOSS,-1.0
ETHUSDT,LONG,70,1594.9,1587.184,1618.048,LOSS,-1.0
ETHUSDT,SHORT,70,1584.64,1603.7494,1527.3117,LOSS,-1.0
ETHUSDT,LONG,70,1593.31,1584.3471,1620.1986,LOSS,-1.0
ETHUSDT,LONG,70,1593.75,1584.1466,1622.5603,WIN,3.0
ETHUSDT,LONG,70,1679.3,1668.8191,1710.7426,LOSS,-1.0
ETHUSDT,LONG,70,1715.98,1708.1534,1739.4597,LOSS,-1.0
ETHUSDT,SHORT,70,1643.01,1661.4694,1587.6317,LOSS,-1.0
ETHUSDT,SHORT,70,1642.67,1650.3569,1619.6094,WIN,3.0
ETHUSDT,LONG,70,1642.41,1629.1911,1682.0666,LOSS,-1.0
ETHUSDT,SHORT,70,1624.64,1631.4283,1604.2751,LOSS,-1.0
ETHUSDT,SHORT,70,1631.28,1642.1557,1598.6529,WIN,3.0
ETHUSDT,SHORT,70,1576.34,1582.692,1557.284,WIN,3.0
ETHUSDT,SHORT,70,1539.64,1555.9594,1490.6817,LOSS,-1.0
ETHUSDT,LONG,70,1552.39,1542.8763,1580.9311,WIN,3.0
ETHUSDT,LONG,70,1555.18,1546.4906,1581.2483,WIN,3.0
ETHUSDT,SHORT,70,1572.98,1583.5409,1541.2974,LOSS,-1.0
ETHUSDT,SHORT,70,1560.98,1570.0726,1533.7023,LOSS,-1.0
ETHUSDT,LONG,70,1630.3,1616.0497,1673.0509,WIN,3.0
ETHUSDT,LONG,70,1806.79,1794.4163,1843.9111,LOSS,-1.0
ETHUSDT,LONG,70,1812.32,1789.422,1881.014,LOSS,-1.0
ETHUSDT,SHORT,70,1786.65,1795.1317,1761.2049,LOSS,-1.0
ETHUSDT,SHORT,70,1798.76,1803.8977,1783.3469,LOSS,-1.0
ETHUSDT,SHORT,70,1801.92,1818.3103,1752.7491,LOSS,-1.0
ETHUSDT,LONG,70,1891.71,1875.608,1940.016,LOSS,-1.0
ETHUSDT,LONG,70,1893.67,1877.6857,1941.6229,LOSS,-1.0
ETHUSDT,LONG,70,1901.13,1876.2263,1975.8411,LOSS,-1.0
ETHUSDT,LONG,70,1886.55,1871.0169,1933.1494,WIN,3.0
ETHUSDT,SHORT,70,2045.0,2066.0466,1981.8603,LOSS,-1.0
ETHUSDT,SHORT,70,2044.68,2064.9129,1983.9814,LOSS,-1.0
ETHUSDT,SHORT,70,2050.51,2079.5926,1963.2623,WIN,3.0
ETHUSDT,SHORT,70,1990.47,1996.876,1971.252,LOSS,-1.0
ETHUSDT,LONG,70,1964.09,1948.1263,2011.9811,LOSS,-1.0
ETHUSDT,LONG,70,2062.61,2052.3049,2093.5254,LOSS,-1.0
ETHUSDT,LONG,70,2064.0,2053.6437,2095.0689,WIN,3.0
ETHUSDT,LONG,70,2073.93,2055.4243,2129.4471,LOSS,-1.0
ETHUSDT,SHORT,70,2071.13,2095.2246,1998.8463,LOSS,-1.0
ETHUSDT,LONG,70,2048.12,2026.1154,2114.1337,LOSS,-1.0
ETHUSDT,SHORT,70,2036.44,2047.0917,2004.4849,LOSS,-1.0
ETHUSDT,LONG,70,2099.63,2079.9946,2158.5363,WIN,3.0
ETHUSDT,LONG,70,2253.15,2243.7,2281.5,WIN,3.0
ETHUSDT,LONG,70,2361.99,2339.538,2429.346,LOSS,-1.0
ETHUSDT,SHORT,70,2335.81,2362.74,2255.02,LOSS,-1.0
ETHUSDT,SHORT,70,2245.91,2256.4117,2214.4049,LOSS,-1.0
ETHUSDT,SHORT,70,2232.45,2247.7077,2186.6769,LOSS,-1.0
ETHUSDT,SHORT,70,2169.04,2186.1091,2117.8326,LOSS,-1.0
ETHUSDT,LONG,70,2215.59,2199.9449,2262.5254,WIN,3.0
ETHUSDT,SHORT,70,2288.62,2304.6663,2240.4811,LOSS,-1.0
ETHUSDT,LONG,70,2394.69,2361.2389,2495.0434,LOSS,-1.0
ETHUSDT,SHORT,70,2301.88,2324.4309,2234.2274,LOSS,-1.0
ETHUSDT,SHORT,70,2294.81,2314.8234,2234.7697,LOSS,-1.0
ETHUSDT,LONG,70,2309.89,2290.3494,2368.5117,WIN,3.0
ETHUSDT,LONG,70,2376.01,2367.8651,2400.4446,LOSS,-1.0
ETHUSDT,SHORT,70,2224.99,2234.7491,2195.7126,LOSS,-1.0
ETHUSDT,SHORT,70,2233.54,2256.1003,2165.8591,LOSS,-1.0
ETHUSDT,LONG,70,2359.61,2331.0131,2445.4006,WIN,3.0
ETHUSDT,LONG,70,2613.19,2551.3286,2798.7743,LOSS,-1.0
ETHUSDT,LONG,70,2603.05,2556.334,2743.198,LOSS,-1.0
ETHUSDT,SHORT,70,2543.94,2567.2691,2473.9526,WIN,3.0
ETHUSDT,LONG,70,2542.86,2516.3166,2622.4903,LOSS,-1.0
ETHUSDT,LONG,70,2479.36,2462.368,2530.336,LOSS,-1.0
ETHUSDT,SHORT,70,2230.46,2262.4063,2134.6211,LOSS,-1.0
ETHUSDT,SHORT,70,2237.98,2261.4089,2167.6934,LOSS,-1.0
ETHUSDT,SHORT,70,2197.47,2220.9614,2126.9957,LOSS,-1.0
ETHUSDT,LONG,70,2264.08,2246.7269,2316.1394,LOSS,-1.0
ETHUSDT,LONG,70,2276.78,2258.7731,2330.8006,LOSS,-1.0
ETHUSDT,LONG,70,2275.58,2253.6354,2341.4137,LOSS,-1.0
ETHUSDT,LONG,70,2306.71,2287.2903,2364.9691,WIN,3.0
ETHUSDT,SHORT,70,2288.88,2294.5354,2271.9137,WIN,3.0
ETHUSDT,LONG,70,2306.06,2293.2906,2344.3683,LOSS,-1.0
ETHUSDT,SHORT,70,2299.23,2319.668,2237.916,LOSS,-1.0
ETHUSDT,SHORT,70,2294.62,2312.4886,2241.0143,LOSS,-1.0
ETHUSDT,LONG,70,2372.83,2355.8131,2423.8806,WIN,3.0
ETHUSDT,LONG,70,2506.21,2477.2063,2593.2211,LOSS,-1.0
ETHUSDT,LONG,70,2510.69,2498.9231,2545.9906,LOSS,-1.0
ETHUSDT,LONG,70,2840.16,2811.3949,2926.4554,LOSS,-1.0
ETHUSDT,SHORT,70,2771.62,2794.274,2703.658,LOSS,-1.0
ETHUSDT,LONG,70,2930.8,2865.0474,3128.0577,LOSS,-1.0
ETHUSDT,LONG,70,2944.68,2908.1691,3054.2126,LOSS,-1.0
ETHUSDT,LONG,70,3237.38,3189.9891,3379.5526,WIN,3.0
ETHUSDT,LONG,70,3440.87,3371.6277,3648.5969,LOSS,-1.0
ETHUSDT,LONG,70,3415.85,3377.3923,3531.2231,LOSS,-1.0
ETHUSDT,SHORT,70,3407.02,3440.1834,3307.5297,LOSS,-1.0
ETHUSDT,LONG,70,3688.07,3651.1531,3798.8206,LOSS,-1.0
ETHUSDT,LONG,70,3908.16,3864.2191,4039.9826,LOSS,-1.0
ETHUSDT,SHORT,70,3896.83,3932.294,3790.438,WIN,3.0
ETHUSDT,SHORT,70,3692.29,3802.4806,3361.7183,LOSS,-1.0
ETHUSDT,SHORT,70,3591.78,3649.7611,3417.8366,WIN,3.0
ETHUSDT,SHORT,70,3218.48,3258.4189,3098.6634,LOSS,-1.0
ETHUSDT,SHORT,70,3565.86,3604.7929,3449.0614,LOSS,-1.0
ETHUSDT,LONG,70,3574.61,3556.1971,3629.8486,LOSS,-1.0
ETHUSDT,SHORT,70,3344.0,3369.6831,3266.9506,WIN,3.0
ETHUSDT,LONG,70,3390.13,3376.2937,3431.6389,LOSS,-1.0
ETHUSDT,SHORT,70,3519.41,3566.9526,3376.7823,LOSS,-1.0
ETHUSDT,SHORT,70,3508.32,3540.7109,3411.1474,LOSS,-1.0
ETHUSDT,SHORT,70,3245.85,3257.8531,3209.8406,WIN,3.0
ETHUSDT,LONG,70,3145.61,3116.8617,3231.8549,LOSS,-1.0
ETHUSDT,SHORT,70,3123.85,3162.6409,3007.4774,LOSS,-1.0
ETHUSDT,SHORT,70,3146.61,3173.9546,3064.5763,LOSS,-1.0
ETHUSDT,LONG,100,3151.19,3138.9486,3187.9143,LOSS,-1.0
ETHUSDT,LONG,70,3290.61,3265.8894,3364.7717,LOSS,-1.0
ETHUSDT,SHORT,70,3193.65,3265.5011,2978.0966,WIN,3.0
ETHUSDT,LONG,100,2995.55,2910.2337,3251.4989,LOSS,-1.0
ETHUSDT,LONG,70,3108.3,3083.2594,3183.4217,LOSS,-1.0
ETHUSDT,LONG,70,3149.23,3118.9954,3239.9337,LOSS,-1.0
ETHUSDT,SHORT,70,3063.39,3108.3049,2928.6454,LOSS,-1.0
ETHUSDT,SHORT,70,3004.25,3038.034,2902.898,LOSS,-1.0
ETHUSDT,SHORT,70,2919.19,2948.6914,2830.6857,LOSS,-1.0
ETHUSDT,LONG,70,3104.15,3076.0891,3188.3326,WIN,3.0
ETHUSDT,LONG,70,3740.01,3661.7363,3974.8311,LOSS,-1.0
ETHUSDT,LONG,70,3781.61,3711.5023,3991.9331,LOSS,-1.0
ETHUSDT,LONG,70,3873.25,3828.3237,4008.0289,LOSS,-1.0
ETHUSDT,SHORT,70,3740.34,3790.6131,3589.5206,LOSS,-1.0
ETHUSDT,LONG,70,3785.89,3735.278,3937.726,LOSS,-1.0
ETHUSDT,LONG,70,3821.35,3807.028,3864.316,LOSS,-1.0
ETHUSDT,LONG,70,3817.55,3805.2654,3854.4037,LOSS,-1.0
ETHUSDT,SHORT,70,3763.76,3786.3903,3695.8691,LOSS,-1.0
ETHUSDT,LONG,70,3820.24,3768.8823,3974.3131,LOSS,-1.0
ETHUSDT,LONG,70,3847.0,3836.3763,3878.8711,LOSS,-1.0
ETHUSDT,SHORT,70,3807.68,3843.3854,3700.5637,WIN,3.0
ETHUSDT,SHORT,70,3677.9,3700.7526,3609.3423,LOSS,-1.0
ETHUSDT,SHORT,70,3470.55,3541.4403,3257.8791,LOSS,-1.0
ETHUSDT,SHORT,70,3462.41,3535.614,3242.798,LOSS,-1.0
ETHUSDT,LONG,70,3569.14,3531.0697,3683.3509,LOSS,-1.0
ETHUSDT,LONG,70,3582.05,3544.718,3694.046,LOSS,-1.0
ETHUSDT,LONG,70,3520.41,3476.742,3651.414,LOSS,-1.0
ETHUSDT,SHORT,70,3495.81,3534.282,3380.394,LOSS,-1.0
ETHUSDT,SHORT,70,3503.2,3514.5123,3469.2631,LOSS,-1.0
ETHUSDT,SHORT,70,3493.76,3513.0309,3435.9474,WIN,3.0
ETHUSDT,SHORT,70,3388.71,3401.5149,3350.2954,WIN,3.0
ETHUSDT,LONG,70,3398.85,3378.2954,3460.5137,WIN,3.0
ETHUSDT,LONG,70,3396.89,3363.3043,3497.6471,WIN,3.0
ETHUSDT,LONG,70,3460.45,3429.5017,3553.2949,LOSS,-1.0
ETHUSDT,SHORT,70,3438.39,3459.8429,3374.0314,WIN,3.0
ETHUSDT,LONG,70,3102.8,3068.1086,3206.8743,LOSS,-1.0
ETHUSDT,LONG,70,3109.38,3074.6337,3213.6189,LOSS,-1.0
ETHUSDT,LONG,70,3175.93,3152.7783,3245.3851,WIN,3.0
ETHUSDT,LONG,70,3480.81,3437.2446,3611.5063,LOSS,-1.0
ETHUSDT,LONG,70,3431.87,3404.83,3512.99,LOSS,-1.0
ETHUSDT,LONG,70,3487.4,3432.3337,3652.5989,LOSS,-1.0
ETHUSDT,LONG,70,3517.42,3483.9726,3617.7623,LOSS,-1.0
ETHUSDT,SHORT,70,3489.15,3529.4231,3368.3306,LOSS,-1.0
ETHUSDT,LONG,70,3488.62,3454.9071,3589.7586,LOSS,-1.0
ETHUSDT,LONG,70,3287.87,3264.6234,3357.6097,LOSS,-1.0
ETHUSDT,LONG,70,3317.66,3246.288,3531.776,LOSS,-1.0
ETHUSDT,SHORT,70,2453.01,2512.266,2275.242,LOSS,-1.0
ETHUSDT,LONG,70,2607.3,2581.4234,2684.9297,WIN,3.0
ETHUSDT,LONG,70,2656.39,2608.812,2799.124,LOSS,-1.0
ETHUSDT,SHORT,70,2584.63,2600.9731,2535.6006,LOSS,-1.0
ETHUSDT,SHORT,70,2594.2,2613.8729,2535.1814,LOSS,-1.0
ETHUSDT,LONG,70,2625.19,2609.3071,2672.8386,LOSS,-1.0
ETHUSDT,LONG,70,2751.8,2734.1094,2804.8717,LOSS,-1.0
ETHUSDT,SHORT,70,2514.77,2553.5337,2398.4789,LOSS,-1.0
ETHUSDT,SHORT,70,2479.7,2501.4686,2414.3943,LOSS,-1.0
ETHUSDT,LONG,100,2516.19,2500.8049,2562.3454,LOSS,-1.0
ETHUSDT,SHORT,70,2363.2,2403.804,2241.388,WIN,3.0
ETHUSDT,SHORT,70,2281.92,2301.0974,2224.3877,LOSS,-1.0
ETHUSDT,LONG,70,2354.79,2329.7983,2429.7651,LOSS,-1.0
ETHUSDT,LONG,70,2350.55,2327.5683,2419.4951,LOSS,-1.0
ETHUSDT,LONG,70,2352.43,2323.0497,2440.5709,LOSS,-1.0
ETHUSDT,LONG,70,2354.35,2327.8817,2433.7549,WIN,3.0
ETHUSDT,LONG,70,2407.36,2391.8591,2453.8626,LOSS,-1.0
ETHUSDT,LONG,70,2579.62,2568.796,2612.092,LOSS,-1.0
ETHUSDT,LONG,70,2661.21,2624.4517,2771.4849,LOSS,-1.0
ETHUSDT,LONG,70,2649.52,2622.4097,2730.8509,LOSS,-1.0
ETHUSDT,LONG,70,2629.93,2603.5549,2709.0554,WIN,3.0
ETHUSDT,SHORT,70,2641.29,2669.6243,2556.2871,WIN,3.0
ETHUSDT,SHORT,70,2618.82,2652.2354,2518.5737,LOSS,-1.0
ETHUSDT,SHORT,70,2377.56,2409.6671,2281.2386,LOSS,-1.0
ETHUSDT,LONG,70,2409.91,2385.7031,2482.5306,LOSS,-1.0
ETHUSDT,LONG,70,2474.23,2454.0817,2534.6749,LOSS,-1.0
ETHUSDT,SHORT,70,2435.4,2457.0669,2370.3994,LOSS,-1.0
ETHUSDT,SHORT,70,2434.8,2463.2266,2349.5203,LOSS,-1.0
ETHUSDT,SHORT,70,2404.63,2428.3197,2333.5609,WIN,3.0
ETHUSDT,SHORT,70,2446.3,2455.8391,2417.6826,LOSS,-1.0
ETHUSDT,LONG,70,2602.51,2582.9674,2661.1377,WIN,3.0
ETHUSDT,LONG,70,2606.36,2572.3003,2708.5391,LOSS,-1.0
ETHUSDT,LONG,70,2614.31,2589.0409,2690.1174,LOSS,-1.0
ETHUSDT,LONG,70,2627.76,2602.2337,2704.3389,LOSS,-1.0
ETHUSDT,LONG,70,2645.7,2631.4054,2688.5837,WIN,3.0
ETHUSDT,LONG,70,2646.1,2631.9854,2688.4437,WIN,3.0
ETHUSDT,SHORT,70,2638.95,2666.6106,2555.9683,WIN,3.0
ETHUSDT,SHORT,70,2517.49,2532.6749,2471.9354,LOSS,-1.0
ETHUSDT,SHORT,70,2476.16,2499.1534,2407.1797,LOSS,-1.0
ETHUSDT,LONG,70,2501.02,2483.7626,2552.7923,WIN,3.0
ETHUSDT,SHORT,70,2442.78,2468.0437,2366.9889,LOSS,-1.0
ETHUSDT,SHORT,70,2450.35,2468.0263,2397.3211,WIN,3.0
ETHUSDT,LONG,70,2949.96,2892.694,3121.758,WIN,3.0
ETHUSDT,LONG,70,3164.27,3149.2651,3209.2846,LOSS,-1.0
ETHUSDT,LONG,70,3172.64,3148.8729,3243.9414,LOSS,-1.0
ETHUSDT,SHORT,70,3185.23,3233.4731,3040.5006,WIN,3.0
ETHUSDT,SHORT,70,3059.38,3106.2851,2918.6646,LOSS,-1.0
ETHUSDT,SHORT,70,3097.99,3141.3337,2967.9589,LOSS,-1.0
ETHUSDT,LONG,70,3127.17,3076.6746,3278.6563,LOSS,-1.0
ETHUSDT,LONG,70,3293.21,3220.1857,3512.2829,LOSS,-1.0
ETHUSDT,LONG,70,3451.15,3407.4943,3582.1171,LOSS,-1.0
ETHUSDT,LONG,70,3400.64,3357.8831,3528.9106,WIN,3.0
ETHUSDT,LONG,70,3586.39,3537.5183,3733.0051,LOSS,-1.0
ETHUSDT,LONG,70,3692.42,3651.2071,3816.0586,LOSS,-1.0
ETHUSDT,LONG,70,3685.01,3650.5669,3788.3394,LOSS,-1.0
ETHUSDT,SHORT,70,3616.85,3635.9643,3559.5071,WIN,3.0
ETHUSDT,LONG,70,3648.63,3593.8111,3813.0866,WIN,3.0
ETHUSDT,LONG,70,3979.58,3967.9186,4014.5643,LOSS,-1.0
ETHUSDT,LONG,70,3886.21,3838.3997,4029.6409,LOSS,-1.0
ETHUSDT,LONG,70,3897.9,3844.7917,4057.2249,LOSS,-1.0
ETHUSDT,LONG,70,3894.76,3863.4243,3988.7671,LOSS,-1.0
ETHUSDT,LONG,70,3941.21,3872.1489,4148.3934,LOSS,-1.0
ETHUSDT,SHORT,70,3939.18,3998.1126,3762.3823,WIN,3.0
ETHUSDT,LONG,70,3471.04,3420.978,3621.226,LOSS,-1.0
ETHUSDT,LONG,70,3417.21,3381.1429,3525.4114,LOSS,-1.0
ETHUSDT,SHORT,70,3358.93,3399.2194,3238.0617,LOSS,-1.0
ETHUSDT,SHORT,70,3345.86,3375.8083,3256.0151,LOSS,-1.0
ETHUSDT,LONG,70,3607.81,3564.9534,3736.3797,LOSS,-1.0
ETHUSDT,LONG,70,3620.01,3612.582,3642.294,LOSS,-1.0
ETHUSDT,LONG,70,3621.74,3611.4149,3652.7154,LOSS,-1.0
ETHUSDT,LONG,70,3673.87,3628.8903,3808.8091,LOSS,-1.0
ETHUSDT,SHORT,70,3369.53,3387.2637,3316.3289,WIN,3.0
ETHUSDT,SHORT,70,3320.58,3344.4754,3248.8937,WIN,3.0
ETHUSDT,SHORT,70,3245.14,3284.5437,3126.9289,LOSS,-1.0
ETHUSDT,SHORT,70,3273.81,3306.4594,3175.8617,LOSS,-1.0
ETHUSDT,SHORT,70,3267.09,3305.5211,3151.7966,LOSS,-1.0
ETHUSDT,LONG,70,3328.61,3310.5751,3382.7146,LOSS,-1.0
ETHUSDT,LONG,70,3366.71,3311.02,3533.78,LOSS,-1.0
ETHUSDT,LONG,70,3342.32,3311.5951,3434.4946,LOSS,-1.0
ETHUSDT,SHORT,70,3127.94,3161.6111,3026.9266,LOSS,-1.0
ETHUSDT,LONG,70,3241.63,3202.4629,3359.1314,WIN,3.0
ETHUSDT,LONG,70,2787.39,2729.9314,2959.7657,LOSS,-1.0
ETHUSDT,SHORT,70,2627.63,2665.7537,2513.2589,LOSS,-1.0
ETHUSDT,LONG,70,2650.86,2623.1751,2733.9146,LOSS,-1.0
ETHUSDT,SHORT,70,2663.81,2697.1314,2563.8457,WIN,3.0
ETHUSDT,SHORT,70,2618.89,2635.8849,2567.9054,LOSS,-1.0
ETHUSDT,SHORT,70,2695.59,2720.1791,2621.8226,LOSS,-1.0
ETHUSDT,SHORT,70,2686.28,2721.612,2580.284,LOSS,-1.0
ETHUSDT,LONG,70,2696.99,2666.6126,2788.1223,LOSS,-1.0
ETHUSDT,SHORT,70,2435.88,2460.5871,2361.7586,LOSS,-1.0
ETHUSDT,LONG,70,2242.2,2207.3409,2346.7774,LOSS,-1.0
ETHUSDT,SHORT,70,2078.81,2131.9391,1919.4226,LOSS,-1.0
ETHUSDT,SHORT,70,2188.53,2221.934,2088.318,LOSS,-1.0
ETHUSDT,SHORT,70,1903.31,1946.534,1773.638,LOSS,-1.0
ETHUSDT,SHORT,70,1928.1,1939.5577,1893.7269,LOSS,-1.0
ETHUSDT,SHORT,70,1891.04,1921.3337,1800.1589,LOSS,-1.0
ETHUSDT,LONG,70,1932.9,1918.9817,1974.6549,LOSS,-1.0
ETHUSDT,LONG,70,1998.04,1979.4769,2053.7294,LOSS,-1.0
ETHUSDT,SHORT,70,1992.11,2004.0349,1956.3354,LOSS,-1.0
ETHUSDT,SHORT,70,2016.21,2026.7874,1984.4777,WIN,3.0
ETHUSDT,SHORT,70,1824.89,1846.5177,1760.0069,LOSS,-1.0
ETHUSDT,SHORT,70,1813.43,1835.9797,1745.7809,LOSS,-1.0
ETHUSDT,LONG,70,1892.68,1845.9786,2032.7843,LOSS,-1.0
ETHUSDT,SHORT,70,1783.88,1811.4271,1701.2386,LOSS,-1.0
ETHUSDT,SHORT,70,1569.62,1635.4797,1372.0409,LOSS,-1.0
ETHUSDT,SHORT,100,1531.16,1569.0934,1417.3597,WIN,3.0
ETHUSDT,SHORT,70,1487.53,1509.274,1422.298,LOSS,-1.0
ETHUSDT,SHORT,70,1590.25,1658.5586,1385.3243,LOSS,-1.0
ETHUSDT,LONG,70,1627.93,1604.3777,1698.5869,LOSS,-1.0
ETHUSDT,LONG,70,1633.11,1608.2803,1707.5991,LOSS,-1.0
ETHUSDT,LONG,70,1600.82,1571.3754,1689.1537,LOSS,-1.0
ETHUSDT,LONG,70,1592.34,1560.4517,1688.0049,LOSS,-1.0
ETHUSDT,LONG,70,1605.44,1594.8483,1637.2151,LOSS,-1.0
ETHUSDT,LONG,70,1806.35,1783.6074,1874.5777,LOSS,-1.0
ETHUSDT,LONG,70,1804.6,1777.2971,1886.5086,LOSS,-1.0
ETHUSDT,LONG,70,1814.64,1798.272,1863.744,LOSS,-1.0
ETHUSDT,LONG,70,1841.12,1819.8789,1904.8434,LOSS,-1.0
ETHUSDT,SHORT,70,1827.11,1840.5534,1786.7797,LOSS,-1.0
ETHUSDT,SHORT,70,1825.12,1842.0057,1774.4629,LOSS,-1.0
ETHUSDT,SHORT,70,1808.8,1824.3826,1762.0523,LOSS,-1.0
ETHUSDT,LONG,100,1817.0,1791.5834,1893.2497,LOSS,-1.0
ETHUSDT,LONG,70,2558.2,2514.5963,2689.0111,LOSS,-1.0
ETHUSDT,LONG,70,2601.5,2575.0474,2680.8577,LOSS,-1.0
ETHUSDT,LONG,70,2567.01,2497.9406,2774.2183,LOSS,-1.0
ETHUSDT,LONG,70,2657.11,2609.9257,2798.6629,LOSS,-1.0
ETHUSDT,SHORT,70,2540.09,2565.4469,2464.0194,WIN,3.0
ETHUSDT,SHORT,70,2511.7,2542.6563,2418.8311,LOSS,-1.0
ETHUSDT,LONG,70,2657.41,2625.9666,2751.7403,LOSS,-1.0
ETHUSDT,SHORT,70,2525.76,2542.3551,2475.9746,WIN,3.0
ETHUSDT,LONG,100,2544.39,2527.5014,2595.0557,LOSS,-1.0
ETHUSDT,LONG,70,2616.73,2587.2197,2705.2609,LOSS,-1.0
