pair,signal,conf,entry,sl,tp,outcome,pnl_r
ADAUSDT,LONG,70,0.3517,0.3489,0.3602,WIN,3.0
ADAUSDT,LONG,70,0.3616,0.3572,0.3748,LOSS,-1.0
ADAUSDT,SHORT,70,0.3601,0.365,0.3454,LOSS,-1.0
ADAUSDT,SHORT,70,0.3491,0.3533,0.3366,LOSS,-1.0
ADAUSDT,SHORT,70,0.3446,0.3468,0.3379,LOSS,-1.0
ADAUSDT,SHORT,70,0.3325,0.3348,0.3255,LOSS,-1.0
ADAUSDT,LONG,70,0.3358,0.3335,0.3426,LOSS,-1.0
ADAUSDT,LONG,70,0.353,0.3478,0.3685,LOSS,-1.0
ADAUSDT,LONG,70,0.3549,0.3535,0.3591,LOSS,-1.0
ADAUSDT,SHORT,70,0.3335,0.3379,0.3204,WIN,3.0
ADAUSDT,LONG,70,0.5879,0.5726,0.6339,LOSS,-1.0
ADAUSDT,LONG,70,0.5942,0.5765,0.6474,WIN,3.0
ADAUSDT,LONG,70,0.5783,0.5679,0.6096,WIN,3.0
ADAUSDT,LONG,70,0.7454,0.7193,0.8236,LOSS,-1.0
ADAUSDT,LONG,70,0.737,0.7257,0.7709,WIN,3.0
ADAUSDT,LONG,70,0.7528,0.7315,0.8166,LOSS,-1.0
ADAUSDT,LONG,70,0.796,0.776,0.856,WIN,3.0
ADAUSDT,SHORT,70,1.0065,1.0252,0.9503,WIN,3.0
ADAUSDT,SHORT,70,0.9259,0.9615,0.8192,LOSS,-1.0
ADAUSDT,SHORT,70,1.1793,1.2091,1.0898,LOSS,-1.0
ADAUSDT,SHORT,70,1.1616,1.2047,1.0322,LOSS,-1.0
ADAUSDT,SHORT,70,1.0092,1.0368,0.9264,LOSS,-1.0
ADAUSDT,SHORT,70,1.0708,1.084,1.0311,LOSS,-1.0
ADAUSDT,SHORT,70,0.9113,0.9213,0.8812,WIN,3.0
ADAUSDT,SHORT,70,0.8794,0.8866,0.8577,LOSS,-1.0
ADAUSDT,SHORT,70,0.8636,0.8798,0.8149,LOSS,-1.0
ADAUSDT,SHORT,70,0.8532,0.8639,0.8211,LOSS,-1.0
ADAUSDT,LONG,70,1.0653,1.0507,1.1091,WIN,3.0
ADAUSDT,LONG,70,1.0788,1.0611,1.1319,LOSS,-1.0
ADAUSDT,LONG,70,1.0842,1.0663,1.138,LOSS,-1.0
ADAUSDT,LONG,70,1.1056,1.0463,1.2836,LOSS,-1.0
ADAUSDT,SHORT,70,0.9966,1.03,0.8965,LOSS,-1.0
ADAUSDT,SHORT,70,0.9734,0.9904,0.9224,LOSS,-1.0
ADAUSDT,LONG,70,0.984,0.9736,1.0153,LOSS,-1.0
ADAUSDT,SHORT,70,0.9224,0.9412,0.866,LOSS,-1.0
ADAUSDT,LONG,70,0.9685,0.9484,1.0289,LOSS,-1.0
ADAUSDT,SHORT,70,0.7711,0.8138,0.6431,LOSS,-1.0
ADAUSDT,SHORT,70,0.7486,0.765,0.6993,LOSS,-1.0
ADAUSDT,SHORT,70,0.6958,0.7071,0.662,WIN,3.0
ADAUSDT,LONG,70,0.7692,0.7464,0.8375,LOSS,-1.0
ADAUSDT,LONG,70,0.8136,0.7894,0.8863,LOSS,-1.0
ADAUSDT,LONG,70,0.7962,0.7867,0.8248,LOSS,-1.0
ADAUSDT,LONG,70,0.8059,0.7945,0.84,LOSS,-1.0
ADAUSDT,SHORT,70,0.7675,0.7858,0.7125,LOSS,-1.0
ADAUSDT,SHORT,70,0.8727,0.8938,0.8093,WIN,3.0
ADAUSDT,LONG,70,0.7353,0.7127,0.8031,LOSS,-1.0
ADAUSDT,LONG,70,0.7386,0.7228,0.7859,LOSS,-1.0
ADAUSDT,SHORT,70,0.7094,0.7161,0.6892,LOSS,-1.0
ADAUSDT,LONG,70,0.7356,0.7222,0.7759,LOSS,-1.0
ADAUSDT,SHORT,70,0.7319,0.7377,0.7145,WIN,3.0
ADAUSDT,LONG,70,0.6789,0.6677,0.7126,LOSS,-1.0
ADAUSDT,SHORT,70,0.6418,0.6487,0.6211,LOSS,-1.0
ADAUSDT,LONG,70,0.5926,0.5765,0.6409,LOSS,-1.0
ADAUSDT,LONG,70,0.6517,0.648,0.6627,LOSS,-1.0
ADAUSDT,LONG,70,0.6524,0.6477,0.6666,LOSS,-1.0
ADAUSDT,SHORT,70,0.6361,0.6463,0.6055,WIN,3.0
ADAUSDT,LONG,70,0.6227,0.6076,0.6681,LOSS,-1.0
ADAUSDT,SHORT,70,0.6162,0.6243,0.5918,LOSS,-1.0
ADAUSDT,LONG,70,0.7096,0.7026,0.7307,WIN,3.0
ADAUSDT,LONG,70,0.7226,0.7104,0.7592,LOSS,-1.0
ADAUSDT,LONG,70,0.7084,0.6939,0.7518,LOSS,-1.0
ADAUSDT,LONG,70,0.7106,0.7007,0.7402,LOSS,-1.0
ADAUSDT,SHORT,70,0.6987,0.708,0.6709,LOSS,-1.0
ADAUSDT,LONG,70,0.6728,0.6687,0.6851,WIN,3.0
ADAUSDT,LONG,70,0.6796,0.6698,0.7089,WIN,3.0
ADAUSDT,LONG,70,0.8157,0.8037,0.8516,LOSS,-1.0
ADAUSDT,LONG,70,0.8156,0.8076,0.8396,LOSS,-1.0
ADAUSDT,SHORT,70,0.7653,0.7782,0.7267,LOSS,-1.0
ADAUSDT,SHORT,70,0.7502,0.7632,0.7113,LOSS,-1.0
ADAUSDT,SHORT,70,0.7367,0.7481,0.7026,LOSS,-1.0
ADAUSDT,LONG,70,0.748,0.7362,0.7834,WIN,3.0
ADAUSDT,SHORT,70,0.7867,0.7998,0.7474,WIN,3.0
ADAUSDT,SHORT,70,0.6758,0.6879,0.6395,LOSS,-1.0
ADAUSDT,LONG,70,0.6961,0.6868,0.7241,LOSS,-1.0
ADAUSDT,SHORT,70,0.6871,0.695,0.6634,WIN,3.0
ADAUSDT,SHORT,70,0.6747,0.6819,0.653,WIN,3.0
ADAUSDT,SHORT,70,0.6613,0.6681,0.6408,LOSS,-1.0
ADAUSDT,LONG,70,0.7018,0.6977,0.7142,LOSS,-1.0
ADAUSDT,SHORT,70,0.636,0.6472,0.6025,LOSS,-1.0
ADAUSDT,SHORT,70,0.5979,0.6098,0.5623,WIN,3.0
ADAUSDT,LONG,70,0.5801,0.5743,0.5975,LOSS,-1.0
ADAUSDT,SHORT,70,0.5543,0.566,0.5192,LOSS,-1.0
ADAUSDT,LONG,70,0.5638,0.5609,0.5724,LOSS,-1.0
ADAUSDT,SHORT,70,0.5672,0.5709,0.556,WIN,3.0
ADAUSDT,SHORT,70,0.5537,0.5569,0.544,LOSS,-1.0
ADAUSDT,LONG,70,0.5877,0.5793,0.6128,LOSS,-1.0
ADAUSDT,SHORT,70,0.5791,0.5857,0.5593,LOSS,-1.0
ADAUSDT,SHORT,70,0.5751,0.5838,0.549,LOSS,-1.0
ADAUSDT,LONG,70,0.5875,0.5809,0.6074,LOSS,-1.0
ADAUSDT,SHORT,70,0.5743,0.5834,0.5471,LOSS,-1.0
ADAUSDT,LONG,70,0.7115,0.694,0.7641,LOSS,-1.0
ADAUSDT,LONG,70,0.7669,0.757,0.7965,LOSS,-1.0
ADAUSDT,SHORT,70,0.7952,0.8184,0.7255,LOSS,-1.0
ADAUSDT,SHORT,70,0.7811,0.8049,0.7098,LOSS,-1.0
ADAUSDT,SHORT,70,0.7691,0.7802,0.7357,WIN,3.0
ADAUSDT,SHORT,70,0.7202,0.7327,0.6826,LOSS,-1.0
ADAUSDT,LONG,70,0.7399,0.7321,0.7632,WIN,3.0
ADAUSDT,LONG,70,0.8096,0.8041,0.8261,LOSS,-1.0
ADAUSDT,SHORT,70,0.9242,0.9327,0.8988,LOSS,-1.0
ADAUSDT,LONG,70,0.9145,0.9038,0.9466,LOSS,-1.0
ADAUSDT,LONG,70,0.9138,0.8999,0.9555,LOSS,-1.0
ADAUSDT,LONG,70,0.871,0.8508,0.9317,LOSS,-1.0
ADAUSDT,LONG,70,0.8351,0.8266,0.8607,WIN,3.0
ADAUSDT,LONG,70,0.877,0.8662,0.9093,LOSS,-1.0
ADAUSDT,LONG,70,0.8837,0.8702,0.9241,LOSS,-1.0
ADAUSDT,LONG,70,0.8905,0.8826,0.9141,WIN,3.0
ADAUSDT,LONG,70,0.9256,0.9194,0.9442,LOSS,-1.0
ADAUSDT,LONG,70,0.8767,0.8734,0.8866,LOSS,-1.0
ADAUSDT,SHORT,70,0.8987,0.9078,0.8714,LOSS,-1.0
ADAUSDT,SHORT,70,0.8223,0.8354,0.7829,LOSS,-1.0
ADAUSDT,SHORT,70,0.7773,0.7821,0.7628,LOSS,-1.0
ADAUSDT,LONG,70,0.8021,0.7919,0.8326,LOSS,-1.0
ADAUSDT,LONG,70,0.7981,0.787,0.8314,WIN,3.0
ADAUSDT,LONG,70,0.8525,0.846,0.8721,LOSS,-1.0
ADAUSDT,LONG,70,0.8549,0.8495,0.8711,WIN,3.0
ADAUSDT,SHORT,70,0.8209,0.8317,0.7884,LOSS,-1.0
ADAUSDT,SHORT,70,0.6424,0.6475,0.6272,WIN,3.0
ADAUSDT,LONG,70,0.6528,0.6454,0.675,WIN,3.0
ADAUSDT,LONG,70,0.6826,0.6778,0.697,LOSS,-1.0
ADAUSDT,SHORT,70,0.6457,0.6487,0.6366,WIN,3.0
ADAUSDT,SHORT,70,0.6019,0.6105,0.576,LOSS,-1.0
ADAUSDT,LONG,70,0.6143,0.6067,0.637,LOSS,-1.0
ADAUSDT,LONG,70,0.5407,0.5334,0.5627,LOSS,-1.0
ADAUSDT,SHORT,70,0.5589,0.5666,0.5359,LOSS,-1.0
ADAUSDT,LONG,70,0.5937,0.5803,0.634,LOSS,-1.0
ADAUSDT,SHORT,70,0.4993,0.5111,0.4639,LOSS,-1.0
ADAUSDT,SHORT,70,0.4658,0.4731,0.4439,LOSS,-1.0
ADAUSDT,LONG,70,0.4143,0.4055,0.4406,LOSS,-1.0
ADAUSDT,LONG,70,0.4304,0.4289,0.4349,LOSS,-1.0
ADAUSDT,SHORT,70,0.4154,0.4224,0.3945,LOSS,-1.0
ADAUSDT,SHORT,70,0.4155,0.419,0.4051,LOSS,-1.0
ADAUSDT,LONG,70,0.4634,0.4558,0.4863,LOSS,-1.0
ADAUSDT,SHORT,70,0.4132,0.4227,0.3848,LOSS,-1.0
ADAUSDT,LONG,70,0.3773,0.3682,0.4046,LOSS,-1.0
ADAUSDT,SHORT,70,0.3674,0.3723,0.3526,LOSS,-1.0
ADAUSDT,SHORT,70,0.355,0.361,0.3369,LOSS,-1.0
ADAUSDT,LONG,70,0.3547,0.3534,0.3587,LOSS,-1.0
ADAUSDT,SHORT,70,0.3951,0.404,0.3683,LOSS,-1.0
ADAUSDT,SHORT,70,0.3957,0.4034,0.3726,LOSS,-1.0
ADAUSDT,SHORT,70,0.3886,0.3922,0.3779,LOSS,-1.0
ADAUSDT,LONG,70,0.3937,0.3862,0.4162,LOSS,-1.0
ADAUSDT,SHORT,70,0.3892,0.3934,0.3766,LOSS,-1.0
ADAUSDT,LONG,70,0.4211,0.4182,0.4297,LOSS,-1.0
ADAUSDT,SHORT,70,0.3679,0.3727,0.3535,WIN,3.0
ADAUSDT,SHORT,70,0.362,0.3656,0.3511,WIN,3.0
ADAUSDT,SHORT,70,0.3596,0.3643,0.3454,LOSS,-1.0
ADAUSDT,SHORT,70,0.3594,0.3623,0.3507,WIN,3.0
ADAUSDT,LONG,70,0.3585,0.3555,0.3676,LOSS,-1.0
ADAUSDT,SHORT,70,0.3257,0.3316,0.3079,LOSS,-1.0
ADAUSDT,SHORT,70,0.2921,0.2998,0.269,LOSS,-1.0
ADAUSDT,SHORT,70,0.2924,0.3071,0.2483,WIN,3.0
ADAUSDT,LONG,70,0.2617,0.2599,0.2672,LOSS,-1.0
ADAUSDT,SHORT,70,0.2834,0.2847,0.2795,WIN,3.0
ADAUSDT,SHORT,70,0.2813,0.2853,0.2694,LOSS,-1.0
ADAUSDT,LONG,70,0.2829,0.2812,0.2879,LOSS,-1.0
ADAUSDT,SHORT,70,0.2765,0.281,0.263,LOSS,-1.0
ADAUSDT,LONG,70,0.282,0.2746,0.3041,LOSS,-1.0
ADAUSDT,SHORT,70,0.263,0.2689,0.2453,LOSS,-1.0
ADAUSDT,SHORT,70,0.2562,0.2581,0.2504,WIN,3.0
ADAUSDT,LONG,70,0.2637,0.2599,0.2752,LOSS,-1.0
ADAUSDT,LONG,70,0.2617,0.2584,0.2715,LOSS,-1.0
ADAUSDT,LONG,70,0.2899,0.2871,0.2982,LOSS,-1.0
ADAUSDT,SHORT,100,0.266,0.2698,0.2545,LOSS,-1.0
ADAUSDT,SHORT,70,0.246,0.248,0.24,WIN,3.0
ADAUSDT,SHORT,70,0.2458,0.2472,0.2417,WIN,3.0
ADAUSDT,LONG,70,0.2468,0.2426,0.2593,LOSS,-1.0
ADAUSDT,LONG,70,0.2502,0.2463,0.2619,LOSS,-1.0
ADAUSDT,SHORT,70,0.246,0.2469,0.2434,LOSS,-1.0
ADAUSDT,LONG,70,0.254,0.2529,0.2572,WIN,3.0
ADAUSDT,LONG,70,0.2453,0.2419,0.2555,LOSS,-1.0
ADAUSDT,SHORT,70,0.2411,0.2424,0.2371,LOSS,-1.0
ADAUSDT,LONG,70,0.2479,0.246,0.2537,WIN,3.0
ADAUSDT,SHORT,70,0.2494,0.2529,0.239,LOSS,-1.0
ADAUSDT,LONG,70,0.2487,0.2449,0.2602,LOSS,-1.0
DOGEUSDT,LONG,70,0.3113,0.2929,0.3662,LOSS,-1.0
DOGEUSDT,SHORT,70,0.5732,0.6074,0.4708,LOSS,-1.0
DOGEUSDT,SHORT,70,0.4242,0.4487,0.3507,LOSS,-1.0
DOGEUSDT,LONG,70,0.3077,0.3011,0.3278,WIN,3.0
DOGEUSDT,LONG,70,0.4184,0.4047,0.4595,LOSS,-1.0
DOGEUSDT,SHORT,70,0.3708,0.3771,0.3519,LOSS,-1.0
DOGEUSDT,SHORT,70,0.3094,0.3122,0.301,LOSS,-1.0
DOGEUSDT,LONG,70,0.3214,0.3182,0.331,WIN,3.0
DOGEUSDT,LONG,70,0.3256,0.3187,0.3463,LOSS,-1.0
DOGEUSDT,SHORT,70,0.3088,0.3125,0.2978,WIN,3.0
DOGEUSDT,SHORT,70,0.1932,0.2026,0.1651,LOSS,-1.0
DOGEUSDT,LONG,70,0.2579,0.2504,0.2801,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2484,0.2562,0.2251,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2427,0.2451,0.2355,LOSS,-1.0
DOGEUSDT,LONG,70,0.2471,0.2456,0.2515,LOSS,-1.0
DOGEUSDT,LONG,70,0.2486,0.2455,0.2578,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2335,0.2371,0.2227,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2314,0.2336,0.225,WIN,3.0
DOGEUSDT,SHORT,70,0.2143,0.2162,0.2087,LOSS,-1.0
DOGEUSDT,LONG,70,0.2174,0.2151,0.2243,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1949,0.1972,0.1878,LOSS,-1.0
DOGEUSDT,SHORT,70,0.18,0.1845,0.1665,WIN,3.0
DOGEUSDT,LONG,70,0.195,0.1909,0.2075,WIN,3.0
DOGEUSDT,LONG,70,0.2067,0.201,0.2239,LOSS,-1.0
DOGEUSDT,LONG,70,0.2065,0.2021,0.2197,LOSS,-1.0
DOGEUSDT,LONG,70,0.2076,0.2044,0.2175,WIN,3.0
DOGEUSDT,SHORT,70,0.208,0.2114,0.1979,WIN,3.0
DOGEUSDT,SHORT,70,0.1983,0.2001,0.193,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1989,0.1998,0.1963,LOSS,-1.0
DOGEUSDT,LONG,70,0.2529,0.2486,0.2659,LOSS,-1.0
DOGEUSDT,LONG,70,0.2559,0.2494,0.2754,WIN,3.0
DOGEUSDT,LONG,70,0.3022,0.2828,0.3603,LOSS,-1.0
DOGEUSDT,LONG,70,0.3204,0.3153,0.3356,LOSS,-1.0
DOGEUSDT,LONG,70,0.2915,0.2881,0.3018,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2818,0.2838,0.2758,LOSS,-1.0
DOGEUSDT,LONG,70,0.2995,0.2973,0.3062,LOSS,-1.0
DOGEUSDT,LONG,70,0.2999,0.2947,0.3155,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2589,0.2628,0.2472,LOSS,-1.0
DOGEUSDT,LONG,70,0.2478,0.2438,0.2597,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2371,0.2462,0.2098,LOSS,-1.0
DOGEUSDT,LONG,70,0.2447,0.2404,0.2576,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2149,0.2176,0.2068,WIN,3.0
DOGEUSDT,SHORT,70,0.209,0.2159,0.1882,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2097,0.2124,0.2015,WIN,3.0
DOGEUSDT,SHORT,70,0.201,0.2042,0.1915,LOSS,-1.0
DOGEUSDT,LONG,70,0.2009,0.1988,0.2072,WIN,3.0
DOGEUSDT,LONG,70,0.2475,0.2419,0.2643,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2457,0.2478,0.2393,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2454,0.2517,0.2265,WIN,3.0
DOGEUSDT,SHORT,70,0.2245,0.2298,0.2086,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2242,0.2293,0.2089,LOSS,-1.0
DOGEUSDT,LONG,70,0.2342,0.2299,0.2471,LOSS,-1.0
DOGEUSDT,LONG,70,0.237,0.2349,0.2434,LOSS,-1.0
DOGEUSDT,LONG,70,0.2459,0.2422,0.257,WIN,3.0
DOGEUSDT,LONG,70,0.2737,0.2702,0.2843,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2703,0.275,0.2562,WIN,3.0
DOGEUSDT,SHORT,70,0.2604,0.2668,0.2413,LOSS,-1.0
DOGEUSDT,LONG,70,0.2761,0.2689,0.2977,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2725,0.2764,0.2609,WIN,3.0
DOGEUSDT,SHORT,70,0.2582,0.2634,0.2426,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2618,0.2662,0.2485,WIN,3.0
DOGEUSDT,SHORT,70,0.239,0.2425,0.2284,WIN,3.0
DOGEUSDT,LONG,70,0.232,0.2303,0.2371,LOSS,-1.0
DOGEUSDT,SHORT,70,0.2288,0.2305,0.2237,WIN,3.0
DOGEUSDT,SHORT,70,0.2051,0.2076,0.1976,WIN,3.0
DOGEUSDT,LONG,70,0.2212,0.2136,0.244,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1659,0.1713,0.1496,LOSS,-1.0
DOGEUSDT,LONG,70,0.1771,0.1747,0.1843,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1769,0.1809,0.1649,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1774,0.1804,0.1683,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1719,0.1746,0.1639,WIN,3.0
DOGEUSDT,LONG,70,0.1718,0.1689,0.1805,WIN,3.0
DOGEUSDT,LONG,70,0.1889,0.1854,0.1994,LOSS,-1.0
DOGEUSDT,LONG,70,0.1898,0.1884,0.1939,LOSS,-1.0
DOGEUSDT,SHORT,70,0.189,0.191,0.1829,WIN,3.0
DOGEUSDT,SHORT,70,0.1731,0.1748,0.168,LOSS,-1.0
DOGEUSDT,LONG,100,0.1748,0.1738,0.1777,LOSS,-1.0
DOGEUSDT,LONG,70,0.173,0.1713,0.1782,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1691,0.1716,0.1617,WIN,3.0
DOGEUSDT,SHORT,70,0.1497,0.1524,0.1415,LOSS,-1.0
DOGEUSDT,LONG,70,0.187,0.185,0.1931,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1707,0.1721,0.1664,WIN,3.0
DOGEUSDT,SHORT,70,0.1646,0.169,0.1513,LOSS,-1.0
DOGEUSDT,LONG,70,0.1655,0.1637,0.1709,LOSS,-1.0
DOGEUSDT,LONG,70,0.1388,0.1353,0.1492,WIN,3.0
DOGEUSDT,SHORT,70,0.1387,0.1401,0.1345,LOSS,-1.0
DOGEUSDT,LONG,70,0.1607,0.1591,0.1656,LOSS,-1.0
DOGEUSDT,LONG,70,0.1613,0.1598,0.1657,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1572,0.1608,0.1464,LOSS,-1.0
DOGEUSDT,LONG,70,0.1492,0.1486,0.151,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1378,0.1396,0.1323,WIN,3.0
DOGEUSDT,LONG,100,0.1287,0.1262,0.1361,LOSS,-1.0
DOGEUSDT,LONG,70,0.1261,0.1242,0.1317,LOSS,-1.0
DOGEUSDT,LONG,70,0.1322,0.1302,0.1383,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1213,0.1232,0.1157,WIN,3.0
DOGEUSDT,SHORT,70,0.1161,0.1175,0.1118,WIN,3.0
DOGEUSDT,SHORT,70,0.1139,0.1156,0.1088,LOSS,-1.0
DOGEUSDT,LONG,70,0.1132,0.1114,0.1185,LOSS,-1.0
DOGEUSDT,LONG,70,0.1138,0.1129,0.1164,WIN,3.0
DOGEUSDT,SHORT,70,0.1158,0.1165,0.1137,LOSS,-1.0
DOGEUSDT,LONG,70,0.1212,0.1201,0.1244,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1193,0.121,0.1141,LOSS,-1.0
DOGEUSDT,LONG,100,0.1234,0.1212,0.13,WIN,3.0
DOGEUSDT,LONG,70,0.1352,0.1344,0.1376,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1441,0.1455,0.14,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1394,0.1402,0.1369,LOSS,-1.0
DOGEUSDT,LONG,70,0.1423,0.14,0.1492,WIN,3.0
DOGEUSDT,SHORT,70,0.1442,0.1468,0.1364,LOSS,-1.0
DOGEUSDT,LONG,70,0.1508,0.1474,0.1611,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1389,0.1411,0.1322,LOSS,-1.0
DOGEUSDT,LONG,70,0.1441,0.1431,0.1471,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1421,0.1435,0.1378,WIN,3.0
DOGEUSDT,SHORT,70,0.1316,0.1339,0.1247,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1309,0.1323,0.1267,LOSS,-1.0
DOGEUSDT,SHORT,70,0.13,0.1321,0.1238,LOSS,-1.0
DOGEUSDT,LONG,70,0.1309,0.1298,0.1343,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1282,0.1309,0.1202,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1275,0.1299,0.1204,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1077,0.1113,0.097,WIN,3.0
DOGEUSDT,SHORT,70,0.0879,0.0891,0.0844,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0833,0.0853,0.0774,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0825,0.0838,0.0785,WIN,3.0
DOGEUSDT,LONG,70,0.087,0.0862,0.0896,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0811,0.0818,0.0792,LOSS,-1.0
DOGEUSDT,LONG,70,0.0815,0.0803,0.0853,LOSS,-1.0
DOGEUSDT,LONG,70,0.0816,0.0804,0.0854,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0805,0.0814,0.0776,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0798,0.0806,0.0772,WIN,3.0
DOGEUSDT,SHORT,70,0.0546,0.0562,0.0499,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0534,0.0548,0.0495,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0623,0.0635,0.0587,LOSS,-1.0
DOGEUSDT,LONG,70,0.0685,0.0667,0.0738,WIN,3.0
DOGEUSDT,SHORT,70,0.0668,0.0681,0.0628,LOSS,-1.0
DOGEUSDT,SHORT,70,0.061,0.0619,0.0584,LOSS,-1.0
DOGEUSDT,LONG,70,0.0633,0.0622,0.0669,LOSS,-1.0
DOGEUSDT,LONG,70,0.0697,0.0688,0.0726,LOSS,-1.0
DOGEUSDT,LONG,100,0.0686,0.0677,0.0712,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0612,0.0621,0.0588,LOSS,-1.0
DOGEUSDT,LONG,70,0.0665,0.0655,0.0693,LOSS,-1.0
DOGEUSDT,LONG,70,0.071,0.0693,0.0761,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0687,0.0698,0.0651,LOSS,-1.0
DOGEUSDT,LONG,70,0.0679,0.0675,0.0692,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0672,0.0687,0.0625,LOSS,-1.0
DOGEUSDT,LONG,70,0.0692,0.0686,0.071,LOSS,-1.0
DOGEUSDT,LONG,70,0.0723,0.0712,0.0757,WIN,3.0
DOGEUSDT,LONG,70,0.0693,0.0683,0.0722,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0635,0.0641,0.0618,LOSS,-1.0
DOGEUSDT,LONG,70,0.0635,0.0629,0.0651,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0612,0.0621,0.0586,LOSS,-1.0
DOGEUSDT,LONG,70,0.0623,0.0616,0.0644,LOSS,-1.0
DOGEUSDT,LONG,70,0.0624,0.0615,0.0651,LOSS,-1.0
DOGEUSDT,LONG,70,0.0608,0.0602,0.0628,LOSS,-1.0
DOGEUSDT,LONG,70,0.0645,0.0635,0.0676,LOSS,-1.0
DOGEUSDT,LONG,70,0.0646,0.0635,0.0678,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0634,0.0643,0.0605,WIN,3.0
DOGEUSDT,SHORT,70,0.0592,0.0599,0.0571,LOSS,-1.0
DOGEUSDT,SHORT,70,0.06,0.0608,0.0577,LOSS,-1.0
DOGEUSDT,LONG,70,0.0609,0.0603,0.0624,LOSS,-1.0
DOGEUSDT,LONG,70,0.0604,0.0599,0.0622,WIN,3.0
DOGEUSDT,LONG,70,0.0646,0.0638,0.067,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0623,0.0626,0.0615,WIN,3.0
DOGEUSDT,SHORT,70,0.0619,0.0626,0.0599,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0617,0.0624,0.0596,WIN,3.0
DOGEUSDT,SHORT,70,0.0586,0.0589,0.0575,LOSS,-1.0
DOGEUSDT,LONG,70,0.0591,0.0583,0.0615,LOSS,-1.0
DOGEUSDT,LONG,70,0.0599,0.0595,0.0612,LOSS,-1.0
DOGEUSDT,LONG,70,0.0596,0.0592,0.0609,LOSS,-1.0
DOGEUSDT,LONG,70,0.0596,0.0594,0.0601,WIN,3.0
DOGEUSDT,SHORT,70,0.0588,0.0591,0.0579,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0593,0.0597,0.058,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0594,0.06,0.0577,LOSS,-1.0
DOGEUSDT,LONG,70,0.1187,0.1107,0.1429,LOSS,-1.0
DOGEUSDT,LONG,70,0.1231,0.1117,0.1573,WIN,3.0
DOGEUSDT,SHORT,70,0.1228,0.1253,0.1154,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1251,0.1262,0.1219,WIN,3.0
DOGEUSDT,SHORT,70,0.0876,0.0896,0.0815,WIN,3.0
DOGEUSDT,LONG,70,0.0877,0.0857,0.0936,LOSS,-1.0
DOGEUSDT,LONG,70,0.0816,0.0806,0.0846,WIN,3.0
DOGEUSDT,LONG,70,0.0918,0.0908,0.0946,LOSS,-1.0
DOGEUSDT,SHORT,70,0.0953,0.0974,0.0889,LOSS,-1.0
DOGEUSDT,SHORT,70,0.1031,0.106,0.0944,LOSS,-1.0
